Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
93.09091,34.42107,208.0,55.0,93.0909090909091,92.68519,28.714962,159.0,55.0,92.68518518518519,0.0035924699623137712,118.52774810791016,185870,24.631185054779053,,36
93.318184,39.293056,215.0,56.0,93.31818181818181,90.23214,35.227318,240.0,16.0,90.23214285714286,-0.03136064484715462,148.73843383789062,190923,25.245567798614502,,37
115.27778,36.21664,203.0,59.0,115.27777777777777,94.9434,35.589596,251.0,34.0,94.94339622641509,-0.017223859205842018,132.20135498046875,195955,26.05119299888611,,38
113.5,27.631,184.0,76.0,113.5,109.26087,38.222145,278.0,39.0,109.26086956521739,-0.021851588040590286,128.63430786132812,200981,26.74078392982483,,39
115.388885,50.066776,284.0,51.0,115.38888888888889,120.54762,48.55689,298.0,35.0,120.54761904761905,-0.021982606500387192,146.86346435546875,206044,27.415754795074463,,40
142.2,58.04734,238.0,31.0,142.2,118.39535,38.445457,224.0,28.0,118.3953488372093,-0.03361504152417183,149.06895446777344,211135,28.064818143844604,,41
126.75,62.418446,251.0,51.0,126.75,121.7381,51.823906,283.0,39.0,121.73809523809524,-0.01916126161813736,240.86695861816406,216248,28.678186893463135,,42
118.27778,54.161083,207.0,28.0,118.27777777777777,117.4186,58.912327,358.0,23.0,117.4186046511628,-0.03763071820139885,305.22052001953125,221297,29.365369081497192,,43
138.13333,56.989902,264.0,60.0,138.13333333333333,132.63158,49.85422,254.0,39.0,132.6315789473684,-0.008116105571389198,269.475830078125,226337,29.98292112350464,,44
125.5,60.38212,264.0,46.0,125.5,136.72974,90.3718,514.0,31.0,136.72972972972974,-0.028248732909560204,409.4702453613281,231396,30.589977025985718,,45
153.92308,111.830536,384.0,43.0,153.92307692307693,128.51282,71.38587,315.0,41.0,128.51282051282053,-0.016319511458277702,467.2308349609375,236408,31.269420862197876,,46
122.22222,54.520695,226.0,47.0,122.22222222222223,109.478264,55.861137,293.0,20.0,109.47826086956522,-0.029610347002744675,412.09063720703125,241444,31.933451890945435,,47
183.63637,39.317524,249.0,138.0,183.63636363636363,130.075,65.76526,345.0,41.0,130.075,-0.02366548962891102,449.7855529785156,246647,32.58042001724243,,48
135.06667,48.288666,230.0,66.0,135.06666666666666,139.83333,62.639843,291.0,29.0,139.83333333333334,-0.045419126749038696,413.89666748046875,251681,33.18295907974243,,49
171.0,101.150055,393.0,52.0,171.0,139.16667,58.13514,278.0,34.0,139.16666666666666,-0.010823007673025131,375.7504577636719,256691,33.782132148742676,,50
183.66667,58.764122,278.0,80.0,183.66666666666666,172.2,81.19089,388.0,47.0,172.2,-0.006922722328454256,389.3951721191406,261857,34.479572057724,,51
145.42857,83.9768,279.0,32.0,145.42857142857142,161.625,65.56616,348.0,50.0,161.625,-0.034469738602638245,328.5561828613281,267029,35.09463381767273,,52
190.54546,80.70075,366.0,60.0,190.54545454545453,177.93103,83.36994,390.0,31.0,177.93103448275863,-0.04213627800345421,321.4445495605469,272189,35.72975397109985,,53
159.6923,61.402058,252.0,31.0,159.69230769230768,152.54546,72.38704,295.0,41.0,152.54545454545453,-0.04581095650792122,308.78973388671875,277223,36.35786199569702,,54
227.88889,90.07706,361.0,97.0,227.88888888888889,185.40741,75.291664,355.0,68.0,185.40740740740742,-0.025083137676119804,239.40646362304688,282229,36.97231101989746,,55
206.4,73.55977,346.0,130.0,206.4,195.03703,74.74474,366.0,62.0,195.03703703703704,-0.04520128667354584,230.99444580078125,287495,37.59624886512756,,56
225.44444,63.12793,307.0,141.0,225.44444444444446,196.1923,85.84647,425.0,49.0,196.19230769230768,-0.031986139714717865,232.30601501464844,292596,38.29664492607117,,57
231.88889,88.52927,459.0,157.0,231.88888888888889,223.47826,125.09921,668.0,62.0,223.47826086956522,-0.023132210597395897,252.84048461914062,297736,38.91349697113037,,58
266.75,123.02718,512.0,122.0,266.75,228.86363,90.92819,513.0,101.0,228.86363636363637,-0.017863277345895767,235.01869201660156,302771,39.60445499420166,,59
355.33334,229.64586,755.0,121.0,355.3333333333333,267.6316,125.4949,596.0,73.0,267.63157894736844,-0.026242278516292572,267.15716552734375,307856,40.26035404205322,,60
678.6667,287.131,1000.0,303.0,678.6666666666666,302.66666,190.14586,644.0,79.0,302.6666666666667,-0.023679915815591812,542.7448120117188,313304,40.9849328994751,,61
406.4,319.01572,1000.0,113.0,406.4,556.3,272.1011,941.0,76.0,556.3,-0.02517576701939106,406.61822509765625,318867,41.6433310508728,,62
483.4,307.12772,1000.0,135.0,483.4,458.18182,242.91891,1000.0,157.0,458.1818181818182,-0.03287263214588165,626.6544799804688,323907,42.29209899902344,,63
615.25,384.8866,1000.0,216.0,615.25,840.5714,222.07968,1000.0,482.0,840.5714285714286,-0.021547678858041763,460.11419677734375,329791,43.00217795372009,,64
1000.0,0.0,1000.0,1000.0,1000.0,799.5714,326.6951,1000.0,150.0,799.5714285714286,-0.00567564507946372,451.6960754394531,335388,43.64691090583801,,65
1000.0,0.0,1000.0,1000.0,1000.0,790.4286,329.42456,1000.0,112.0,790.4285714285714,-0.006185172591358423,475.23223876953125,340921,44.37019205093384,,66
1000.0,0.0,1000.0,1000.0,1000.0,834.8333,310.18405,1000.0,151.0,834.8333333333334,-0.00957874022424221,452.8155212402344,345930,44.970463037490845,,67
890.3333,155.09209,1000.0,671.0,890.3333333333334,793.5714,309.99808,1000.0,201.0,793.5714285714286,-0.02963641658425331,458.96588134765625,351485,45.66701793670654,,68
662.25,336.61133,1000.0,304.0,662.25,845.1429,246.48409,1000.0,405.0,845.1428571428571,-0.0059128073044121265,445.8504943847656,357401,46.40280199050903,,69
1000.0,0.0,1000.0,1000.0,1000.0,485.0909,224.30518,1000.0,94.0,485.09090909090907,-0.006092481780797243,427.0674133300781,362737,47.04551887512207,,70
1000.0,0.0,1000.0,1000.0,1000.0,653.2222,340.28674,1000.0,26.0,653.2222222222222,-0.012099978514015675,451.1231384277344,368616,47.8112359046936,,71
1000.0,0.0,1000.0,1000.0,1000.0,975.3333,55.156345,1000.0,852.0,975.3333333333334,-0.0023567168973386288,398.0557861328125,374468,48.552799224853516,,72
1000.0,0.0,1000.0,1000.0,1000.0,719.8571,355.71756,1000.0,58.0,719.8571428571429,-0.032107315957546234,497.1970520019531,379507,49.15322995185852,,73
1000.0,0.0,1000.0,1000.0,1000.0,995.5,8.036376,1000.0,978.0,995.5,-0.0010192195186391473,392.80963134765625,385480,49.83524179458618,,74
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.006932951509952545,393.3759460449219,390480,50.442911863327026,,75
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0006356462254188955,394.5439147949219,395480,51.04067301750183,,76
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.007531840354204178,389.8307800292969,400480,51.64220094680786,,77
1000.0,0.0,1000.0,1000.0,1000.0,870.5,289.5708,1000.0,223.0,870.5,-0.0055206832475960255,438.9722900390625,405703,52.25583291053772,,78
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.01277369074523449,395.7577209472656,410703,52.854687213897705,,79
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0036742386873811483,395.5078125,415703,53.45463991165161,,80
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.00044487419654615223,394.0673828125,420703,54.07971501350403,,81
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.009045521728694439,394.7025451660156,425703,54.8897659778595,,82
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.009200505912303925,392.9045104980469,430703,55.555423974990845,,83
855.0,205.06097,1000.0,565.0,855.0,889.1667,247.83087,1000.0,335.0,889.1666666666666,0.003570904955267906,432.2969970703125,436038,56.24664902687073,,84
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.006243509706109762,384.1871643066406,441038,56.93702793121338,,85
1000.0,0.0,1000.0,1000.0,1000.0,923.1667,171.80457,1000.0,539.0,923.1666666666666,-0.001296458998695016,420.1626281738281,446577,57.62300395965576,,86
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.007443527225404978,394.72515869140625,451577,58.342681884765625,,87
821.0,253.14423,1000.0,463.0,821.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0005621658056043088,394.4633483886719,456577,59.10257387161255,,88
831.0,239.00209,1000.0,493.0,831.0,995.3333,10.434983,1000.0,972.0,995.3333333333334,-0.010427702218294144,395.9532775878906,462549,59.83615803718567,,89
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.0064176712185144424,394.66510009765625,467549,60.432048082351685,,90
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.010465468280017376,394.87945556640625,472549,61.054648876190186,,91
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0013944256352260709,394.7880859375,477549,61.65449500083923,,92
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-0.01380287203937769,394.2427978515625,482549,62.24682307243347,,93
742.6667,363.9243,1000.0,228.0,742.6666666666666,1000.0,0.0,1000.0,1000.0,1000.0,0.02046542428433895,394.5257568359375,487549,62.893847942352295,,94
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.007306182291358709,394.511962890625,492549,63.545937061309814,,95
1000.0,0.0,1000.0,1000.0,1000.0,897.8333,228.45161,1000.0,387.0,897.8333333333334,-0.012317590415477753,428.6551818847656,497936,64.23587489128113,,96
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,-1.7101287085097283e-05,394.9305114746094,502936,64.8602831363678,,97
977.6667,31.584103,1000.0,933.0,977.6666666666666,1000.0,0.0,1000.0,1000.0,1000.0,-0.01855272799730301,394.1281433105469,507936,65.62701296806335,,98
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.008008131757378578,393.5783996582031,512936,66.23637104034424,,99
