Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-304.49564,55.432858,-254.25029,-381.73123,1000.0,-340.2298,83.46253,-273.6375,-503.36774,1000.0,-4.032806873321533,22.1800594329834,290000,37.27909016609192,,57
-232.81183,29.874218,-209.9048,-275.0087,1000.0,-301.08047,23.876764,-278.70056,-338.8839,1000.0,1.4714568853378296,12.400293350219727,295000,37.88659310340881,,58
-213.04683,30.83314,-169.44336,-235.12372,1000.0,-277.1953,45.058735,-224.52072,-352.01178,1000.0,2.8039681911468506,18.80602264404297,300000,38.49925708770752,,59
-310.27103,76.387405,-228.30157,-412.1927,1000.0,-264.7067,61.451805,-189.31696,-361.0388,1000.0,2.640482187271118,20.95212745666504,305000,39.112550258636475,,60
-234.01671,35.7221,-189.27435,-276.70276,1000.0,-260.25766,26.601444,-218.83029,-286.5172,1000.0,2.9238126277923584,21.258419036865234,310000,39.731420278549194,,61
-273.01965,33.87061,-232.83849,-315.69193,1000.0,-269.43042,60.011726,-185.25604,-371.34607,1000.0,1.8857351541519165,24.563024520874023,315000,40.347448110580444,,62
-183.85237,32.72889,-144.8351,-224.9251,1000.0,-273.26953,58.448383,-193.43427,-354.9753,1000.0,1.5315247774124146,21.904155731201172,320000,40.95618987083435,,63
-244.76788,17.797647,-226.7114,-268.98187,1000.0,-289.7896,46.722874,-217.42773,-360.33545,1000.0,-1.9853150844573975,25.367088317871094,325000,41.57142400741577,,64
-219.54762,22.583197,-200.28377,-251.24036,1000.0,-256.0477,80.48428,-184.32124,-369.1375,1000.0,2.710282564163208,23.477584838867188,330000,42.185790061950684,,65
-194.33168,49.216877,-150.06943,-262.9826,1000.0,-208.72766,51.424644,-156.73901,-304.30765,1000.0,7.457037448883057,17.99891471862793,335000,42.794419050216675,,66
-229.32654,94.731544,-98.62877,-320.16406,1000.0,-191.71281,35.141064,-153.757,-243.63809,1000.0,8.83370590209961,16.673402786254883,340000,43.40810203552246,,67
-124.745445,28.61162,-85.91226,-154.0071,1000.0,-209.1958,53.26672,-126.08611,-283.4583,1000.0,6.003063201904297,19.831031799316406,345000,44.01529121398926,,68
-156.43875,28.22553,-133.287,-196.1752,1000.0,-192.91367,72.349754,-126.99457,-317.96573,1000.0,8.2557954788208,21.814590454101562,350000,44.68275713920593,,69
-211.99821,9.018146,-200.87923,-222.96756,1000.0,-186.5566,68.44796,-85.61885,-286.98376,1000.0,7.866259574890137,23.283693313598633,355000,45.37129592895508,,70
-136.91362,14.737014,-116.084236,-147.93814,1000.0,-183.20421,58.594437,-122.602936,-264.91296,1000.0,6.62067174911499,22.392608642578125,360000,45.988012075424194,,71
-138.99248,24.689152,-107.4167,-167.68614,1000.0,-128.42148,30.759386,-105.25734,-188.00323,1000.0,12.129889488220215,19.501352310180664,365000,46.60714101791382,,72
-122.74884,12.972844,-104.4439,-132.96854,1000.0,-163.78658,28.84702,-124.928024,-203.76183,1000.0,7.181308746337891,22.686803817749023,370000,47.229247093200684,,73
-99.6692,39.088398,-69.08678,-154.84012,1000.0,-168.57852,38.70654,-126.03065,-222.44397,1000.0,5.835361480712891,19.45706558227539,375000,47.843483209609985,,74
-168.55603,19.75568,-141.33649,-187.62039,1000.0,-114.71678,19.760386,-89.53705,-150.011,1000.0,11.171062469482422,17.458852767944336,380000,48.46288800239563,,75
-116.45817,3.1213236,-112.11177,-119.29893,1000.0,-122.89131,39.086117,-70.79686,-178.2637,1000.0,8.763069152832031,17.57130241394043,385000,49.07505512237549,,76
-118.656166,29.8578,-77.887634,-148.5629,1000.0,-114.98741,46.90144,-75.63436,-189.03241,1000.0,8.197452545166016,20.904672622680664,390000,49.68729114532471,,77
-139.78046,28.070824,-105.75118,-174.49998,1000.0,-153.05655,47.911232,-106.201775,-218.36234,1000.0,2.0729973316192627,19.441410064697266,395000,50.309869050979614,,78
-140.59468,68.570404,-45.20349,-203.39787,1000.0,-170.37,43.565903,-119.56682,-233.97153,1000.0,-0.7335785627365112,27.39620590209961,400000,50.91876196861267,,79
-79.672134,26.527998,-44.77857,-109.05338,1000.0,-93.34007,37.537952,-22.660564,-132.618,1000.0,7.433667182922363,16.981706619262695,405000,51.54005193710327,,80
-28.096083,26.094254,5.7365627,-57.77482,1000.0,-53.90639,59.295,31.418928,-117.05785,1000.0,10.758106231689453,24.624530792236328,410000,52.15138506889343,,81
-52.903107,18.003307,-29.717506,-73.606316,1000.0,-46.87146,45.746445,25.606255,-115.029305,1000.0,10.044295310974121,21.415061950683594,415000,52.762150049209595,,82
-22.084295,34.083054,16.905514,-66.121574,1000.0,-9.147593,57.146236,79.39996,-64.422295,1000.0,12.67214584350586,25.055971145629883,420000,53.43248891830444,,83
27.71852,30.61857,70.68863,1.6049967,1000.0,-8.221189,93.570274,131.72134,-150.51042,1000.0,11.118063926696777,33.26168441772461,425000,54.045454025268555,,84
40.68666,51.87944,80.04601,-32.61526,1000.0,-8.788266,96.09152,67.71886,-192.18755,1000.0,9.555059432983398,47.50328063964844,430000,54.66181707382202,,85
98.06622,35.445763,126.26428,48.074917,1000.0,9.939237,86.41592,122.45854,-120.953316,1000.0,10.513921737670898,25.150962829589844,435000,55.359586000442505,,86
25.482874,38.427025,55.658432,-28.746067,1000.0,56.849438,53.15933,115.28009,-43.14748,1000.0,13.922087669372559,31.77695083618164,440000,55.96570420265198,,87
57.099796,16.79187,80.39989,41.477386,1000.0,67.68562,56.223557,116.72981,-35.818047,1000.0,13.297734260559082,28.035053253173828,445000,56.58621096611023,,88
76.09246,72.465935,175.49731,4.8036118,1000.0,24.041265,37.360348,90.14639,-24.65795,1000.0,7.383552551269531,27.854768753051758,450000,57.25510120391846,,89
70.17663,27.259392,105.542564,39.206467,1000.0,63.304955,65.74146,170.32458,-26.165318,1000.0,10.295602798461914,28.58940887451172,455000,57.86247396469116,,90
103.08011,37.954685,146.5776,54.09511,1000.0,77.06163,76.742676,130.85873,-71.394295,1000.0,10.480145454406738,41.16282653808594,460000,58.47790789604187,,91
-7.835462,33.102753,31.473522,-49.507927,1000.0,102.44148,27.94584,131.85544,63.8803,1000.0,11.458623886108398,23.295970916748047,465000,59.10815620422363,,92
61.604145,82.057526,139.28337,-51.898766,1000.0,101.492294,62.996677,176.89296,24.282267,1000.0,10.648926734924316,26.646799087524414,470000,59.73941087722778,,93
54.305576,41.43698,97.52765,-1.5753345,1000.0,105.86316,40.802658,160.82843,37.861782,1000.0,10.313090324401855,25.386632919311523,475000,60.46753406524658,,94
114.87396,94.08035,245.67596,28.382805,1000.0,137.86302,50.36411,192.11758,45.41413,1000.0,12.753874778747559,26.397008895874023,480000,61.102216958999634,,95
117.00983,34.27513,164.41624,84.55157,1000.0,115.17269,52.47667,209.63443,61.62202,1000.0,9.280056953430176,28.278968811035156,485000,61.719094038009644,,96
57.82359,35.09228,107.4345,31.891098,1000.0,49.580463,56.000725,102.089966,-50.57309,1000.0,2.485158920288086,27.080463409423828,490000,62.33024215698242,,97
119.81197,50.809193,188.55743,67.33104,1000.0,78.51621,41.23545,127.306885,13.088387,1000.0,4.065696716308594,23.701915740966797,495000,62.93714213371277,,98
81.49829,63.317974,146.33374,-4.407959,1000.0,111.26221,93.346664,228.17484,-44.042076,1000.0,6.546837329864502,36.593570709228516,500000,63.5514600276947,,99
