Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
10.557895,6.5013614,42.0,4.0,10.557894736842105,8.510638,4.249017,33.0,3.0,8.51063829787234,-0.03685830533504486,15.876626014709473,2000,0.4702599048614502,8.510638,0
11.4,6.2535324,32.0,4.0,11.4,9.960199,5.460706,31.0,3.0,9.960199004975124,-0.04488074779510498,25.004104614257812,4002,1.1184871196746826,,1
14.3714285,8.178668,48.0,4.0,14.371428571428572,12.5875,7.398807,49.0,4.0,12.5875,-0.06320119649171829,39.85528564453125,6016,1.3908159732818604,,2
16.0,8.539358,40.0,5.0,16.0,13.442953,7.489933,41.0,4.0,13.442953020134228,-0.06613104790449142,38.52103805541992,8019,1.6535990238189697,,3
22.195652,12.076962,49.0,8.0,22.195652173913043,18.45946,11.003508,69.0,4.0,18.45945945945946,-0.0340438112616539,80.22174835205078,10068,1.9198980331420898,,4
31.46875,14.370074,67.0,9.0,31.46875,18.728971,9.732468,53.0,5.0,18.72897196261682,-0.052037790417671204,64.88086700439453,12072,2.1985018253326416,,5
27.157894,12.633553,56.0,10.0,27.157894736842106,22.78409,11.590993,55.0,5.0,22.78409090909091,-0.03278718143701553,82.25936889648438,14077,2.4669251441955566,,6
29.764706,10.058824,51.0,8.0,29.764705882352942,28.239437,13.3706255,74.0,10.0,28.239436619718308,-0.04333161935210228,109.50424194335938,16082,2.7270870208740234,,7
38.62963,15.916794,70.0,14.0,38.629629629629626,32.29032,17.282648,97.0,9.0,32.29032258064516,-0.033238209784030914,155.0575408935547,18084,2.987665891647339,,8
36.32143,16.055824,74.0,18.0,36.32142857142857,30.984615,12.465944,69.0,9.0,30.984615384615385,-0.052943602204322815,110.31349182128906,20098,3.249230146408081,,9
40.73077,21.44861,94.0,13.0,40.73076923076923,33.816666,16.445356,85.0,10.0,33.81666666666667,-0.017678743228316307,141.75758361816406,22127,3.5208680629730225,,10
